user_id,month_id,age,avg_monthly_revenue,bnpl_amount,bnpl_default,repayment_days_delay,bnpl_repeat_count,direct_channel_usage_share,recent_recharge_freq,bundle_purchase_count,app_version
100317,3,62,89826,240161,0,0,1,68.46,6,3,8.0
100317,4,62,127787,177984,0,0,2,75.68,3,1,8.1
100317,5,62,130553,222061,0,0,1,37.24,6,1,8.0
100318,1,25,191687,0,0,0,0,92.47,2,2,9.0
100318,2,25,167383,0,0,0,0,37.18,5,1,9.0
100318,3,25,138138,0,0,0,0,33.55,3,2,9.0
100318,4,25,113149,0,0,0,0,72.72,3,2,9.0
100318,5,25,158320,0,0,0,0,29.57,4,2,9.0
100319,1,44,135352,0,0,0,0,80.1,2,3,8.1
100319,2,44,149471,0,0,0,0,48.87,3,2,8.2
100319,3,44,126962,0,0,0,0,16.29,3,0,8.2
100319,4,44,138640,0,0,0,0,65.95,5,0,8.1
100319,5,44,106042,0,0,0,0,8.78,0,4,8.1
100320,1,44,127940,0,0,0,0,83.94,2,0,8.1
100320,2,44,124729,0,0,0,0,66.38,3,1,8.1
100320,3,44,171623,0,0,0,0,32.89,2,2,8.2
100320,4,44,132924,0,0,0,0,72.38,3,3,8.2
100320,5,44,183121,0,0,0,0,54.22,5,4,8.1
100321,1,51,92642,0,0,0,0,29.68,0,1,9.0
100321,2,51,138785,0,0,0,0,13.23,1,3,9.0
100321,3,51,74723,0,0,0,0,87.1,0,1,9.0
100321,4,51,112309,0,0,0,0,44.88,6,1,9.0
100321,5,51,106200,0,0,0,0,42.61,1,0,9.0
100322,1,38,26391,198536,1,20,2,67.04,5,2,9.0
100322,2,38,29587,202315,0,0,1,76.57,4,4,8.2
100322,3,38,30988,240334,0,0,1,42.52,1,1,8.2
100322,4,38,33461,194657,0,0,1,38.42,4,0,8.2
100322,5,38,27722,183454,0,0,0,27.65,5,1,9.0
100323,1,47,167478,268711,1,10,2,35.39,4,2,8.0
100323,2,47,160261,236185,0,0,1,16.26,2,6,8.0
100323,3,47,175835,232987,0,0,0,59.91,4,2,8.0
100323,4,47,137069,156786,0,0,1,84.62,2,2,8.1
100323,5,47,147768,247186,0,0,2,84.56,8,1,8.0
100324,1,50,139857,204115,0,0,2,35.61,4,1,8.2
100324,2,50,99357,150517,0,0,2,67.36,1,6,8.2
100324,3,50,90967,234846,0,0,1,55.44,5,3,8.1
100324,4,50,104102,140047,0,0,2,53.05,5,1,8.1
100324,5,50,84353,79617,1,26,1,56.76,2,1,8.2
100325,1,45,175112,0,0,0,0,80.27,3,3,9.0
100325,2,45,134048,0,0,0,0,81.41,2,0,8.2
100325,3,45,134250,0,0,0,0,66.9,5,3,9.0
100325,4,45,155576,0,0,0,0,40.02,2,1,8.2
100325,5,45,124750,0,0,0,0,15.95,6,5,8.2
100326,1,64,164568,0,0,0,0,70.48,5,1,8.1
100326,2,64,150894,0,0,0,0,63.1,2,2,8.0
100326,3,64,125303,0,0,0,0,32.89,2,1,8.0
100326,4,64,171372,0,0,0,0,41.06,3,0,8.1
100326,5,64,196245,0,0,0,0,87.7,1,0,8.0
100327,1,50,195328,0,0,0,0,22.52,4,1,8.2
100327,2,50,219664,0,0,0,0,60.48,1,1,9.0
100327,3,50,161304,0,0,0,0,22.44,2,2,9.0
100327,4,50,171199,0,0,0,0,65.01,4,1,9.0
100327,5,50,155556,0,0,0,0,38.54,3,2,8.2
100328,1,22,106031,196499,0,0,2,39.83,0,1,8.2
100328,2,22,95717,205496,1,5,1,53.28,3,1,8.2
100328,3,22,95152,229333,0,0,2,75.89,4,2,8.2
100328,4,22,110590,197918,0,0,0,12.93,4,1,8.2
100328,5,22,93374,181815,0,0,2,82.14,3,1,9.0
100329,1,36,144104,236152,0,0,2,59.39,7,2,8.1
100329,2,36,128403,245715,0,0,1,87.23,2,1,8.2
100329,3,36,117208,115010,0,0,2,46.73,3,3,8.1
100329,4,36,95155,253477,0,0,2,18.86,4,3,8.2
100329,5,36,136358,183659,1,23,1,58.61,3,4,8.2
100330,1,21,167838,279904,0,0,1,70.89,3,3,9.0
100330,2,21,169001,167491,0,0,1,16.01,3,3,9.0
100330,3,21,169771,150275,1,28,1,33.26,5,3,8.2
100330,4,21,148227,232401,0,0,0,7.34,2,0,8.2
100330,5,21,157349,306541,0,0,2,84.52,7,2,9.0
100331,1,52,88160,118862,0,0,2,57.8,3,2,9.0
100331,2,52,112424,241920,0,0,0,41.81,3,1,9.0
100331,3,52,90765,228016,0,0,1,32.52,2,0,9.0
100331,4,52,85878,198369,1,7,2,53.24,1,2,9.0
100331,5,52,113400,303667,0,0,1,63.56,0,2,9.0
100332,1,34,121147,104336,0,0,1,71.05,6,2,8.1
100332,2,34,106173,255622,1,21,0,56.24,2,2,8.1
100332,3,34,100540,248643,0,0,0,35.51,2,3,8.1
100332,4,34,96699,259871,0,0,1,26.78,4,1,8.1
100332,5,34,101861,253536,1,23,2,35.76,3,3,8.2
100333,1,61,88929,211768,0,0,1,51.09,3,4,8.1
100333,2,61,109781,184746,0,0,2,35.73,0,3,8.2
100333,3,61,127731,169481,0,0,1,74.23,0,1,8.1
100333,4,61,110997,229386,0,0,1,26.35,2,0,8.1
100333,5,61,85420,199688,0,0,2,28.11,1,1,8.2
100334,1,45,127291,189462,0,0,0,17.13,3,2,8.1
100334,2,45,122634,172315,1,5,0,49.83,5,3,8.1
100334,3,45,127134,179618,0,0,1,21.41,3,1,8.1
100334,4,45,104508,238851,0,0,2,79.87,1,0,8.1
100334,5,45,119217,200931,0,0,0,17.31,3,3,8.2
100335,1,47,128417,260461,0,0,2,8.31,5,3,8.2
100335,2,47,95196,132346,0,0,0,69.81,4,0,8.2
100335,3,47,105757,231027,0,0,2,45.26,2,1,9.0
100335,4,47,108500,149595,0,0,1,42.37,1,0,9.0
100335,5,47,130378,260460,1,28,2,46.62,3,0,8.2
100336,1,46,119775,0,0,0,0,52.22,1,1,9.0
100336,2,46,72831,0,0,0,0,63.01,2,2,9.0
100336,3,46,117476,0,0,0,0,59.8,2,4,9.0
100336,4,46,120257,0,0,0,0,54.0,1,2,9.0
100336,5,46,119272,0,0,0,0,43.61,4,3,9.0
100337,1,63,83795,170296,0,0,1,37.41,2,2,8.1
100337,2,63,87889,234500,0,0,2,41.26,4,2,8.2
100337,3,63,69625,166941,0,0,1,85.25,3,1,8.1
100337,4,63,62422,253773,0,0,2,24.24,2,1,8.2
100337,5,63,86091,258735,0,0,0,40.58,1,4,8.1
100338,1,23,146014,283495,0,0,0,97.89,5,2,8.1
100338,2,23,148186,191428,0,0,2,43.18,1,1,8.1
100338,3,23,162139,200139,0,0,0,36.83,6,1,8.1
100338,4,23,210643,193044,0,0,0,31.03,4,1,8.1
100338,5,23,135783,201319,0,0,1,80.81,3,2,8.2
100339,1,52,134780,178720,0,0,0,29.41,4,2,8.1
100339,2,52,173253,252853,0,0,0,29.73,4,0,8.2
100339,3,52,165473,161966,0,0,0,51.74,3,1,8.1
100339,4,52,146335,192771,1,7,2,74.43,2,6,8.1
100339,5,52,182014,209630,0,0,0,51.72,3,2,8.2
100340,1,58,144449,0,0,0,0,51.29,2,2,9.0
100340,2,58,161309,0,0,0,0,56.92,1,1,8.2
100340,3,58,162731,0,0,0,0,68.36,2,4,8.2
100340,4,58,141099,0,0,0,0,25.14,2,7,8.2
100340,5,58,122299,0,0,0,0,64.22,0,3,8.2
100341,1,54,109035,189321,0,0,1,60.55,1,3,8.2
100341,2,54,127242,194892,1,27,2,95.95,4,3,8.1
100341,3,54,120784,206872,0,0,2,82.17,5,1,8.2
100341,4,54,121843,252460,0,0,0,56.48,3,2,8.2
100341,5,54,92916,97422,0,0,2,31.33,4,3,8.1
100342,1,41,150288,205302,1,23,2,56.23,2,6,9.0
100342,2,41,114506,258467,0,0,0,60.55,5,1,9.0
100342,3,41,149301,158641,0,0,0,47.2,2,4,9.0
100342,4,41,175946,162357,0,0,1,30.22,5,1,9.0
100342,5,41,176624,261211,0,0,1,12.56,1,0,9.0
100343,1,46,165797,0,0,0,0,83.23,1,3,8.1
100343,2,46,145947,0,0,0,0,23.76,4,1,8.2
100343,3,46,136159,0,0,0,0,64.31,2,2,8.2
100343,4,46,143765,0,0,0,0,50.87,4,1,8.2
100343,5,46,140064,0,0,0,0,72.21,1,3,8.1
100344,1,63,90422,228975,0,0,0,14.71,3,0,9.0
100344,2,63,79495,187757,0,0,2,40.87,4,2,8.2
100344,3,63,116503,191985,0,0,0,18.89,4,0,8.2
100344,4,63,135185,167133,0,0,1,51.19,0,2,9.0
100344,5,63,117139,186250,0,0,0,96.27,4,2,8.2
100345,1,48,101790,0,0,0,0,72.44,4,1,8.2
100345,2,48,130964,0,0,0,0,63.43,5,1,8.2
100345,3,48,137837,0,0,0,0,20.45,3,2,9.0
100345,4,48,102486,0,0,0,0,83.9,5,0,9.0
100345,5,48,112694,0,0,0,0,62.96,2,2,9.0
100346,1,52,100938,0,0,0,0,52.85,3,3,9.0
100346,2,52,105485,0,0,0,0,84.89,4,2,8.2
100346,3,52,86490,0,0,0,0,56.57,4,2,8.2
100346,4,52,79837,0,0,0,0,75.81,0,2,8.2
100346,5,52,119670,0,0,0,0,16.62,3,2,8.2
100347,1,50,102477,0,0,0,0,24.47,4,2,8.0
100347,2,50,104811,0,0,0,0,25.72,4,1,8.0
100347,3,50,99800,0,0,0,0,28.42,3,1,8.0
100347,4,50,96139,0,0,0,0,25.75,4,2,8.1
100347,5,50,129960,0,0,0,0,46.08,2,3,8.1
100348,1,38,68312,0,0,0,0,76.39,2,0,9.0
100348,2,38,80819,0,0,0,0,28.64,6,2,8.2
100348,3,38,78801,0,0,0,0,58.59,0,2,8.2
100348,4,38,55700,0,0,0,0,78.54,2,4,9.0
100348,5,38,81542,0,0,0,0,39.56,5,0,9.0
100349,1,49,81507,206185,0,0,1,32.38,1,1,8.0
100349,2,49,116184,119166,1,29,1,61.38,8,0,8.1
100349,3,49,87196,236061,0,0,0,10.46,3,4,8.1
100349,4,49,114379,120940,0,0,0,61.97,2,4,8.0
100349,5,49,99239,175890,0,0,1,66.49,4,0,8.0
100350,1,40,114708,0,0,0,0,23.88,0,4,8.1
100350,2,40,131647,0,0,0,0,52.82,1,3,8.0
100350,3,40,99441,0,0,0,0,62.92,4,1,8.1
100350,4,40,126291,0,0,0,0,43.11,2,2,8.1
100350,5,40,142590,0,0,0,0,60.81,7,4,8.1
100351,1,50,193196,0,0,0,0,17.26,2,3,9.0
100351,2,50,155474,0,0,0,0,60.97,3,1,8.2
100351,3,50,159133,0,0,0,0,53.51,3,2,8.2
100351,4,50,129681,0,0,0,0,96.38,6,3,9.0
100351,5,50,148255,0,0,0,0,28.11,1,0,8.2
100352,1,20,83795,0,0,0,0,38.36,3,2,9.0
100352,2,20,116616,0,0,0,0,47.19,4,3,8.2
100352,3,20,123214,0,0,0,0,73.31,6,1,8.2
100352,4,20,101942,0,0,0,0,6.22,5,2,8.2
100352,5,20,92030,0,0,0,0,46.84,2,4,8.2
100353,1,35,92963,0,0,0,0,28.42,3,1,8.0
100353,2,35,77287,0,0,0,0,71.12,2,2,8.0
100353,3,35,97811,0,0,0,0,31.88,2,3,8.0
100353,4,35,114651,0,0,0,0,33.15,7,0,8.1
100353,5,35,77067,0,0,0,0,22.19,5,3,8.1
100354,1,42,146573,0,0,0,0,41.29,1,2,8.0
100354,2,42,128814,0,0,0,0,20.79,1,4,8.0
100354,3,42,168535,0,0,0,0,22.39,2,2,8.0
100354,4,42,166854,0,0,0,0,34.61,3,2,8.1
100354,5,42,158228,0,0,0,0,68.64,1,2,8.1
100355,1,59,105117,173897,0,0,0,65.87,1,1,9.0
100355,2,59,88447,243758,0,0,2,51.79,3,4,9.0
100355,3,59,78702,219890,0,0,0,86.87,4,2,9.0
100355,4,59,92923,261875,0,0,0,53.04,3,2,9.0
100355,5,59,74733,181047,0,0,0,21.68,2,1,9.0
100356,1,48,58587,0,0,0,0,91.79,4,0,9.0
100356,2,48,70687,0,0,0,0,50.44,2,2,9.0
100356,3,48,68154,0,0,0,0,79.2,3,4,9.0
100356,4,48,49576,0,0,0,0,59.81,1,3,9.0
100356,5,48,78181,0,0,0,0,64.8,2,2,9.0
100357,1,20,120374,146983,0,0,1,34.41,2,1,8.2
100357,2,20,99827,267727,0,0,1,85.73,6,2,8.1
100357,3,20,117216,295761,0,0,2,72.09,1,1,8.2
100357,4,20,113150,121623,1,17,2,13.87,4,1,8.2
100357,5,20,107854,224009,0,0,0,46.71,4,2,8.1
100358,1,57,123696,237357,0,0,2,76.45,3,1,9.0
100358,2,57,91960,212168,0,0,2,32.93,3,0,9.0
100358,3,57,113311,278694,0,0,1,54.13,0,2,8.2
100358,4,57,88074,132905,0,0,1,62.91,2,2,9.0
100358,5,57,109647,171815,1,14,1,23.6,3,0,8.2
100359,1,63,196537,0,0,0,0,42.98,2,2,8.2
100359,2,63,196592,0,0,0,0,73.15,2,0,8.2
100359,3,63,191303,0,0,0,0,84.9,3,1,8.2
100359,4,63,182235,0,0,0,0,60.46,1,3,8.1
100359,5,63,158843,0,0,0,0,52.39,0,1,8.1
100360,1,41,113064,238978,0,0,2,19.82,4,3,8.2
100360,2,41,140279,205828,0,0,2,27.82,3,4,8.2
100360,3,41,108857,208219,1,29,2,31.5,1,1,8.2
100360,4,41,104239,240192,1,3,0,70.38,2,2,8.2
100360,5,41,163055,159503,0,0,2,96.37,4,0,8.2
100361,1,49,111106,0,0,0,0,97.64,3,1,9.0
100361,2,49,126622,0,0,0,0,51.91,3,1,9.0
100361,3,49,130758,0,0,0,0,28.27,3,6,9.0
100361,4,49,116497,0,0,0,0,34.34,4,3,9.0
100361,5,49,109076,0,0,0,0,76.83,2,3,9.0
100362,1,64,87286,0,0,0,0,53.65,4,1,8.1
100362,2,64,114520,0,0,0,0,23.73,1,1,8.1
100362,3,64,84531,0,0,0,0,79.65,5,2,8.0
100362,4,64,94707,0,0,0,0,6.34,4,3,8.0
100362,5,64,101639,0,0,0,0,26.88,2,5,8.0
100363,1,39,134790,0,0,0,0,56.47,4,1,8.2
100363,2,39,151035,0,0,0,0,54.25,1,2,9.0
100363,3,39,122371,0,0,0,0,49.05,4,4,8.2
100363,4,39,143026,0,0,0,0,66.58,1,5,9.0
100363,5,39,94936,0,0,0,0,23.28,2,1,9.0
100364,1,40,196775,0,0,0,0,65.17,5,1,8.2
100364,2,40,191280,0,0,0,0,79.35,6,2,8.2
100364,3,40,156226,0,0,0,0,47.29,2,5,8.1
100364,4,40,174477,0,0,0,0,65.04,4,1,8.2
100364,5,40,185581,0,0,0,0,69.94,5,4,8.2
100365,1,19,109218,149493,0,0,0,7.92,4,3,9.0
100365,2,19,126550,198494,0,0,0,76.74,4,0,9.0
100365,3,19,104018,233274,0,0,1,55.98,1,1,9.0
100365,4,19,151443,204823,1,4,1,57.12,2,1,9.0
100365,5,19,145318,192390,0,0,2,30.4,1,4,9.0
100366,1,44,90591,276833,0,0,2,18.88,1,1,9.0
100366,2,44,88946,160456,0,0,2,93.88,5,1,9.0
100366,3,44,92464,283126,1,15,0,44.24,4,3,8.2
100366,4,44,81848,231027,0,0,2,18.13,2,2,8.2
100366,5,44,92108,274980,0,0,1,59.88,4,2,8.2
100367,1,59,114969,0,0,0,0,45.57,6,0,9.0
100367,2,59,154512,0,0,0,0,45.78,2,0,9.0
100367,3,59,159385,0,0,0,0,49.47,7,0,9.0
100367,4,59,155469,0,0,0,0,34.97,3,4,9.0
100367,5,59,111773,0,0,0,0,50.3,1,3,9.0
100368,1,19,114835,300425,0,0,1,29.01,1,5,8.0
100368,2,19,128939,204041,0,0,1,56.8,3,2,8.1
100368,3,19,132212,124137,0,0,2,24.62,4,2,8.1
100368,4,19,85845,247210,0,0,1,32.31,6,3,8.0
100368,5,19,131709,154333,0,0,2,28.98,6,1,8.1
100369,1,43,108569,0,0,0,0,23.44,5,1,8.1
100369,2,43,130376,0,0,0,0,70.03,1,1,8.0
100369,3,43,158631,0,0,0,0,70.17,6,4,8.1
100369,4,43,155920,0,0,0,0,34.01,1,1,8.0
100369,5,43,160005,0,0,0,0,53.32,2,1,8.0
100370,1,34,91866,225678,1,22,0,43.53,1,2,8.0
100370,2,34,95917,229851,0,0,1,60.73,1,2,8.0
100370,3,34,100124,131178,0,0,2,47.47,3,2,8.0
100370,4,34,106954,235277,0,0,2,65.71,3,2,8.1
100370,5,34,112911,186129,0,0,2,44.24,1,0,8.1
100371,1,57,129467,0,0,0,0,52.28,3,2,9.0
100371,2,57,93517,0,0,0,0,24.3,4,1,9.0
100371,3,57,98402,0,0,0,0,65.25,1,0,9.0
100371,4,57,131853,0,0,0,0,15.63,4,1,9.0
100371,5,57,89761,0,0,0,0,42.5,5,1,9.0
100372,1,50,119184,0,0,0,0,74.33,3,2,8.2
100372,2,50,106038,0,0,0,0,62.17,1,3,9.0
100372,3,50,113723,0,0,0,0,29.82,3,1,8.2
100372,4,50,94388,0,0,0,0,19.17,2,4,9.0
100372,5,50,118867,0,0,0,0,44.2,4,3,8.2
100373,1,26,133717,0,0,0,0,83.71,7,0,8.2
100373,2,26,116695,0,0,0,0,16.15,2,1,9.0
100373,3,26,158943,0,0,0,0,38.81,1,2,9.0
100373,4,26,92598,0,0,0,0,25.15,2,3,9.0
100373,5,26,135635,0,0,0,0,68.05,4,3,9.0
100374,1,60,113711,0,0,0,0,46.75,2,2,8.0
100374,2,60,121337,0,0,0,0,42.54,1,1,8.1
100374,3,60,128998,0,0,0,0,68.73,5,3,8.1
100374,4,60,138003,0,0,0,0,84.91,3,1,8.1
100374,5,60,133006,0,0,0,0,43.54,4,3,8.1
100375,1,56,109260,192786,0,0,0,22.69,2,3,9.0
100375,2,56,124140,193111,0,0,1,42.24,2,2,9.0
100375,3,56,109014,235387,0,0,1,82.23,5,0,9.0
100375,4,56,117135,120659,0,0,2,27.14,2,1,9.0
100375,5,56,96660,156231,0,0,2,39.84,1,3,9.0
100376,1,46,98096,210648,0,0,0,37.39,4,4,9.0
100376,2,46,85226,255779,0,0,1,20.78,1,1,9.0
100376,3,46,89350,79499,0,0,0,22.06,1,0,9.0
100376,4,46,98140,249804,0,0,2,52.79,3,2,9.0
100376,5,46,120517,164599,0,0,2,50.23,6,3,9.0
100377,1,59,141532,0,0,0,0,63.75,3,1,9.0
100377,2,59,133385,0,0,0,0,60.52,2,3,9.0
100377,3,59,116949,0,0,0,0,27.43,4,0,8.2
100377,4,59,151583,0,0,0,0,74.01,3,2,8.2
100377,5,59,126896,0,0,0,0,62.02,4,0,8.2
100378,1,43,136611,294742,0,0,1,75.28,3,5,8.1
100378,2,43,142971,152690,0,0,2,88.89,3,1,8.2
100378,3,43,153878,152297,0,0,1,6.49,5,0,8.1
100378,4,43,145695,138813,0,0,2,77.96,1,1,8.2
100378,5,43,105613,188722,0,0,2,78.17,1,1,8.2
100379,1,52,79095,150868,0,0,0,36.03,3,2,8.0
100379,2,52,117747,151944,1,16,0,52.1,4,0,8.0
100379,3,52,107911,210509,0,0,0,39.56,3,1,8.0
100379,4,52,112793,127773,0,0,0,4.52,5,4,8.1
100379,5,52,134020,281115,0,0,0,54.44,2,2,8.0
100380,1,42,89589,141212,0,0,2,41.54,3,3,8.2
100380,2,42,117842,256572,0,0,1,31.84,1,1,8.2
100380,3,42,89736,298649,1,24,0,41.27,4,5,8.2
100380,4,42,121897,259904,0,0,2,42.96,3,2,8.2
100380,5,42,109833,253689,0,0,0,65.68,6,2,8.2
100381,1,41,136432,0,0,0,0,77.2,1,1,9.0
100381,2,41,165251,0,0,0,0,84.05,3,2,8.2
100381,3,41,226941,0,0,0,0,31.61,4,1,9.0
100381,4,41,223623,0,0,0,0,34.55,2,2,9.0
100381,5,41,192262,0,0,0,0,50.34,0,2,9.0
100382,1,30,66966,255389,0,0,1,53.57,1,1,8.1
100382,2,30,65874,225426,0,0,0,53.62,4,2,8.1
100382,3,30,67755,186535,0,0,0,55.42,1,2,8.1
100382,4,30,62244,224406,0,0,2,55.39,1,3,8.0
100382,5,30,75138,181533,0,0,0,9.75,1,2,8.1
100383,1,24,146479,172809,0,0,1,55.18,2,4,8.2
100383,2,24,115276,239384,0,0,0,18.52,3,2,8.2
100383,3,24,148038,207310,0,0,1,34.35,3,2,8.2
100383,4,24,138131,238789,1,12,1,34.19,6,2,9.0
100383,5,24,128477,207629,0,0,1,9.24,9,1,8.2
100384,1,53,203948,225474,0,0,1,51.46,1,1,8.2
100384,2,53,161213,269916,0,0,2,60.89,4,1,8.1
100384,3,53,112147,191895,0,0,1,62.46,2,0,8.1
100384,4,53,152995,179821,0,0,2,25.03,3,1,8.2
100384,5,53,182398,221489,1,28,2,63.55,1,0,8.1
100385,1,62,15839,0,0,0,0,82.67,1,3,9.0
100385,2,62,21044,0,0,0,0,67.78,3,1,9.0
100385,3,62,15643,0,0,0,0,42.16,3,1,8.2
100385,4,62,22084,0,0,0,0,54.29,0,1,9.0
100385,5,62,16816,0,0,0,0,64.09,3,6,9.0
100386,1,37,136235,0,0,0,0,43.24,5,2,8.2
100386,2,37,134635,0,0,0,0,49.12,1,6,8.2
100386,3,37,156713,0,0,0,0,79.03,3,1,9.0
100386,4,37,183608,0,0,0,0,50.14,0,2,8.2
100386,5,37,144144,0,0,0,0,72.71,8,3,9.0
100387,1,18,113207,0,0,0,0,33.25,1,4,8.1
100387,2,18,103641,0,0,0,0,49.92,1,1,8.1
100387,3,18,85713,0,0,0,0,55.99,3,2,8.1
100387,4,18,105338,0,0,0,0,60.41,1,1,8.0
100387,5,18,91978,0,0,0,0,59.4,4,1,8.0
100388,1,25,91536,187458,0,0,2,22.92,3,5,8.2
100388,2,25,126207,114696,0,0,0,72.19,1,1,9.0
100388,3,25,117290,211554,0,0,2,16.66,1,3,8.2
100388,4,25,154047,216657,1,1,2,45.85,3,2,8.2
100388,5,25,111295,221198,0,0,0,71.0,5,2,8.2
100389,1,63,121395,184722,0,0,0,92.36,1,1,8.2
100389,2,63,121071,193097,0,0,0,56.38,7,0,8.1
100389,3,63,132426,165298,1,20,2,47.91,1,3,8.1
100389,4,63,107255,207936,1,21,1,22.94,5,4,8.2
100389,5,63,132127,240090,0,0,1,57.88,3,2,8.2
100390,1,33,165074,0,0,0,0,78.25,1,3,8.1
100390,2,33,178282,0,0,0,0,97.99,3,2,8.1
100390,3,33,206943,0,0,0,0,36.55,2,3,8.0
100390,4,33,149448,0,0,0,0,83.14,2,0,8.1
100390,5,33,156163,0,0,0,0,30.0,7,3,8.1
100391,1,31,123790,203883,1,25,1,54.38,4,2,9.0
100391,2,31,161176,139481,0,0,0,22.71,2,2,9.0
100391,3,31,182034,145497,1,25,1,61.38,4,5,9.0
100391,4,31,145309,193788,0,0,0,83.47,2,3,9.0
100391,5,31,99282,163129,0,0,2,34.56,1,1,9.0
100392,1,29,107533,197738,0,0,0,79.37,1,1,8.1
100392,2,29,145512,242835,0,0,2,68.3,4,2,8.1
100392,3,29,102675,235287,1,20,1,38.36,0,2,8.1
100392,4,29,112786,219628,0,0,2,28.81,4,2,8.0
100392,5,29,112134,242237,0,0,2,69.58,2,3,8.0
100393,1,40,91957,251516,0,0,2,82.68,6,1,8.2
100393,2,40,96616,249708,0,0,0,8.33,4,3,8.2
100393,3,40,66667,248475,0,0,0,36.18,4,0,8.1
100393,4,40,71718,140059,0,0,0,54.65,5,2,8.1
100393,5,40,72051,105443,0,0,2,43.52,3,2,8.2
100394,1,32,139833,160989,0,0,2,66.24,0,1,8.0
100394,2,32,176893,177160,1,8,2,10.28,5,2,8.0
100394,3,32,181620,246430,0,0,1,41.14,3,5,8.1
100394,4,32,203288,195176,0,0,0,83.14,3,0,8.1
100394,5,32,191158,176009,1,2,1,21.22,0,2,8.1
100395,1,45,109791,208177,0,0,1,89.59,1,2,8.0
100395,2,45,124447,226792,0,0,1,80.92,2,2,8.1
100395,3,45,139321,238787,0,0,2,59.8,4,3,8.0
100395,4,45,116195,179349,0,0,0,19.32,1,2,8.0
100395,5,45,114697,152149,0,0,1,29.99,2,3,8.1
100396,1,51,161948,0,0,0,0,82.23,2,3,8.1
100396,2,51,165914,0,0,0,0,37.83,4,1,8.1
100396,3,51,208099,0,0,0,0,5.28,2,1,8.2
100396,4,51,188586,0,0,0,0,72.47,4,2,8.1
100396,5,51,244124,0,0,0,0,31.31,3,4,8.2
100397,1,19,159776,122123,0,0,0,35.42,4,2,8.1
100397,2,19,198136,207768,0,0,1,61.22,5,1,8.1
100397,3,19,188134,186200,0,0,0,9.31,3,4,8.0
100397,4,19,175443,223560,0,0,0,60.9,2,1,8.1
100397,5,19,166210,175047,0,0,2,87.44,4,1,8.0
100398,1,49,72648,0,0,0,0,62.47,7,3,8.2
100398,2,49,72074,0,0,0,0,76.27,4,3,9.0
100398,3,49,68668,0,0,0,0,87.04,0,1,9.0
100398,4,49,70904,0,0,0,0,45.58,1,1,9.0
100398,5,49,67014,0,0,0,0,24.87,6,2,8.2
100399,1,40,75648,0,0,0,0,54.9,8,4,8.1
100399,2,40,101622,0,0,0,0,51.82,3,2,8.1
100399,3,40,96310,0,0,0,0,58.67,5,3,8.0
100399,4,40,129648,0,0,0,0,38.61,4,3,8.1
100399,5,40,109886,0,0,0,0,80.78,1,2,8.0
100400,1,39,91578,0,0,0,0,74.81,3,4,8.2
100400,2,39,95062,0,0,0,0,41.6,4,2,9.0
100400,3,39,75249,0,0,0,0,51.14,5,2,8.2
100400,4,39,80761,0,0,0,0,72.02,0,0,8.2
100400,5,39,84427,0,0,0,0,72.06,4,1,8.2
100401,1,42,125461,0,0,0,0,32.3,1,1,8.0
100401,2,42,110823,0,0,0,0,37.19,6,3,8.1
100401,3,42,109637,0,0,0,0,45.67,8,3,8.0
100401,4,42,99564,0,0,0,0,22.7,1,2,8.1
100401,5,42,119001,0,0,0,0,52.94,5,4,8.0
100402,1,39,128735,0,0,0,0,70.77,3,2,8.1
100402,2,39,133689,0,0,0,0,50.68,4,0,8.1
100402,3,39,112500,0,0,0,0,69.38,2,2,8.1
100402,4,39,132601,0,0,0,0,42.95,1,1,8.0
100402,5,39,106014,0,0,0,0,66.35,4,1,8.0
100403,1,39,122728,0,0,0,0,36.6,5,4,8.1
100403,2,39,132638,0,0,0,0,31.85,1,3,8.1
100403,3,39,121973,0,0,0,0,98.64,0,0,8.2
100403,4,39,97169,0,0,0,0,56.65,2,3,8.1
100403,5,39,99438,0,0,0,0,82.71,2,2,8.1
100404,1,59,156648,272260,0,0,2,45.75,2,0,9.0
100404,2,59,164807,248105,0,0,2,37.7,0,2,9.0
100404,3,59,159341,120213,0,0,0,39.36,3,1,9.0
100404,4,59,165355,133186,0,0,0,33.76,5,2,9.0
100404,5,59,145243,147138,0,0,0,30.18,0,3,9.0
100405,1,23,183062,0,0,0,0,40.27,2,2,8.2
100405,2,23,173115,0,0,0,0,74.34,4,1,8.2
100405,3,23,148999,0,0,0,0,52.69,1,4,8.2
100405,4,23,177525,0,0,0,0,63.35,3,0,9.0
100405,5,23,172126,0,0,0,0,60.29,1,4,9.0
100406,1,32,186412,177226,0,0,0,43.99,0,2,9.0
100406,2,32,179858,218709,0,0,2,24.54,4,2,9.0
100406,3,32,146962,242055,0,0,1,70.8,1,3,9.0
100406,4,32,139688,260547,0,0,1,51.37,5,2,8.2
100406,5,32,183877,185550,1,4,2,31.68,1,4,8.2
100407,1,60,111708,0,0,0,0,64.28,2,3,8.0
100407,2,60,100477,0,0,0,0,22.59,3,0,8.0
100407,3,60,72390,0,0,0,0,93.18,3,3,8.0
100407,4,60,91480,0,0,0,0,11.21,3,2,8.0
100407,5,60,90404,0,0,0,0,37.51,6,1,8.1
100408,1,54,94419,101820,0,0,1,45.54,6,1,9.0
100408,2,54,105496,138057,0,0,1,33.12,3,1,9.0
100408,3,54,107707,258837,0,0,0,26.51,2,7,9.0
